ID,Condition,Face_Morph,Face_Set,Face_Set_Type,Resoponse_Type,Frequency
513,2,1,2,3,2,2
513,2,1,1,1,2,2
513,2,2,2,4,1,2
513,2,1,1,1,1,1
513,2,1,2,3,3,0
514,2,2,2,4,2,5
514,2,1,1,1,2,4
514,2,1,2,3,4,3
514,2,2,1,2,3,3
514,2,1,1,1,3,3
514,2,2,1,2,2,3
514,2,2,2,4,1,3
514,2,1,2,3,1,3
514,2,2,1,2,4,2
514,2,2,2,4,3,2
514,2,1,2,3,3,2
514,2,1,2,3,2,2
514,2,2,1,2,1,2
514,2,1,1,1,1,2
514,2,1,1,1,4,1
514,2,2,2,4,4,0
515,2,2,2,4,3,4
515,2,2,2,4,2,4
515,2,1,1,1,1,4
515,2,1,1,1,4,3
515,2,1,2,3,2,3
515,2,2,1,2,2,3
515,2,1,1,1,2,3
515,2,1,2,3,1,3
515,2,2,1,2,1,3
515,2,1,2,3,4,2
515,2,1,1,1,3,2
515,2,2,2,4,1,2
515,2,2,2,4,4,1
515,2,2,1,2,4,1
515,2,1,2,3,3,1
515,2,2,1,2,3,1
516,2,1,2,3,2,6
516,2,1,1,1,2,5
516,2,2,2,4,3,4
516,2,2,2,4,2,4
516,2,2,1,2,1,4
516,2,2,1,2,4,3
516,2,1,2,3,3,3
516,2,1,1,1,3,3
516,2,1,1,1,1,3
516,2,2,1,2,2,2
516,2,2,2,4,1,2
516,2,1,2,3,1,1
516,2,2,2,4,4,0
516,2,1,2,3,4,0
516,2,1,1,1,4,0
516,2,2,1,2,3,0
517,2,1,2,3,3,4
517,2,2,1,2,2,4
517,2,1,1,1,2,4
517,2,2,2,4,2,3
517,2,1,2,3,2,3
517,2,2,2,4,1,3
517,2,2,1,2,1,3
517,2,1,1,1,1,3
517,2,2,2,4,4,2
517,2,1,2,3,4,2
517,2,2,2,4,3,2
517,2,2,1,2,3,2
517,2,1,1,1,3,2
517,2,2,1,2,4,1
517,2,1,1,1,4,1
517,2,1,2,3,1,1
518,2,2,1,2,3,4
518,2,2,2,4,4,3
518,2,2,1,2,4,3
518,2,1,1,1,4,3
518,2,2,2,4,3,3
518,2,1,2,3,3,3
518,2,1,1,1,3,3
518,2,1,2,3,2,3
518,2,1,2,3,4,2
518,2,2,2,4,2,2
518,2,2,1,2,2,2
518,2,1,1,1,2,2
518,2,2,2,4,1,2
518,2,1,2,3,1,2
518,2,1,1,1,1,2
518,2,2,1,2,1,1
520,2,2,2,4,3,5
520,2,2,1,2,2,5
520,2,1,1,1,4,4
520,2,2,2,4,2,4
520,2,1,1,1,1,4
520,2,2,1,2,3,3
520,2,2,2,4,4,2
520,2,1,2,3,4,2
520,2,1,2,3,3,2
520,2,1,2,3,2,2
520,2,1,2,3,1,2
520,2,2,1,2,1,2
520,2,1,1,1,3,1
520,2,1,1,1,2,1
520,2,2,2,4,1,1
520,2,2,1,2,4,0
521,2,2,1,2,1,5
521,2,1,2,3,4,4
521,2,2,1,2,4,4
521,2,2,2,4,2,4
521,2,1,1,1,2,4
521,2,2,2,4,3,3
521,2,2,2,4,1,3
521,2,1,2,3,1,3
521,2,1,1,1,1,3
521,2,1,1,1,3,2
521,2,2,1,2,2,2
521,2,2,2,4,4,1
521,2,1,2,3,3,1
521,2,1,2,3,2,1
521,2,1,1,1,4,0
521,2,2,1,2,3,0
522,2,2,2,4,1,5
522,2,1,2,3,4,4
522,2,2,2,4,2,4
522,2,2,1,2,1,4
522,2,2,1,2,4,3
522,2,2,1,2,2,3
522,2,1,2,3,1,3
522,2,1,1,1,1,3
522,2,1,1,1,4,2
522,2,1,2,3,3,2
522,2,1,1,1,3,2
522,2,1,1,1,2,2
522,2,2,2,4,4,1
522,2,2,1,2,3,1
522,2,1,2,3,2,1
522,2,2,2,4,3,0
523,2,1,2,3,2,5
523,2,1,1,1,2,5
523,2,1,1,1,3,4
523,2,2,1,2,2,4
523,2,2,2,4,4,3
523,2,2,2,4,3,3
523,2,1,2,3,1,3
523,2,2,1,2,1,3
523,2,1,2,3,3,2
523,2,2,1,2,3,2
523,2,2,2,4,2,2
523,2,2,2,4,1,2
523,2,2,1,2,4,1
523,2,1,1,1,1,1
523,2,1,2,3,4,0
523,2,1,1,1,4,0
524,2,2,2,4,2,5
524,2,2,1,2,2,5
524,2,2,2,4,3,4
524,2,1,1,1,2,4
524,2,1,2,3,4,3
524,2,1,2,3,3,3
524,2,2,1,2,3,3
524,2,1,1,1,1,3
524,2,1,1,1,3,2
524,2,1,2,3,2,2
524,2,1,2,3,1,2
524,2,2,1,2,1,2
524,2,1,1,1,4,1
524,2,2,2,4,1,1
524,2,2,2,4,4,0
524,2,2,1,2,4,0
525,2,2,1,2,4,4
525,2,2,1,2,3,4
525,2,2,2,4,1,4
525,2,2,2,4,4,3
525,2,1,1,1,3,3
525,2,1,2,3,2,3
525,2,1,1,1,2,3
525,2,1,2,3,1,3
525,2,1,2,3,4,2
525,2,1,1,1,4,2
525,2,1,2,3,3,2
525,2,2,2,4,2,2
525,2,1,1,1,1,2
525,2,2,2,4,3,1
525,2,2,1,2,2,1
525,2,2,1,2,1,1
527,2,1,2,3,2,6
527,2,2,1,2,2,5
527,2,1,1,1,2,5
527,2,2,2,4,4,4
527,2,1,2,3,3,4
527,2,2,1,2,1,4
527,2,2,2,4,1,3
527,2,2,2,4,3,2
527,2,2,1,2,3,2
527,2,1,1,1,3,2
527,2,1,1,1,1,2
527,2,1,2,3,1,1
527,2,1,2,3,4,0
527,2,2,1,2,4,0
527,2,1,1,1,4,0
527,2,2,2,4,2,0
528,2,1,1,1,4,4
528,2,1,2,3,2,4
528,2,2,2,4,3,3
528,2,2,1,2,3,3
528,2,2,2,4,2,3
528,2,2,1,2,2,3
528,2,1,1,1,1,3
528,2,1,2,3,3,2
528,2,1,1,1,3,2
528,2,2,1,2,1,2
528,2,2,2,4,4,1
528,2,1,2,3,4,1
528,2,2,1,2,4,1
528,2,1,1,1,2,1
528,2,1,2,3,1,1
528,2,2,2,4,1,0
529,2,2,1,2,1,5
529,2,1,1,1,1,5
529,2,1,2,3,4,4
529,2,2,1,2,4,4
529,2,1,2,3,1,4
529,2,1,1,1,4,3
529,2,2,2,4,2,3
529,2,2,2,4,1,3
529,2,2,2,4,4,2
529,2,2,2,4,3,2
529,2,1,1,1,2,2
529,2,1,2,3,3,1
529,2,1,2,3,2,1
529,2,2,1,2,2,1
529,2,2,1,2,3,0
529,2,1,1,1,3,0
530,2,2,1,2,2,4
530,2,2,2,4,4,3
530,2,2,2,4,3,3
530,2,1,2,3,2,3
530,2,1,1,1,2,3
530,2,2,2,4,1,3
530,2,1,2,3,1,3
530,2,2,1,2,1,3
530,2,1,1,1,1,3
530,2,1,2,3,4,2
530,2,2,1,2,4,2
530,2,2,1,2,3,2
530,2,1,1,1,3,2
530,2,2,2,4,2,2
530,2,1,1,1,4,1
530,2,1,2,3,3,1
531,2,1,1,1,2,5
531,2,1,2,3,1,5
531,2,2,1,2,3,4
531,2,1,2,3,2,4
531,2,2,2,4,4,3
531,2,2,2,4,2,3
531,2,2,1,2,2,3
531,2,1,1,1,1,3
531,2,2,1,2,4,2
531,2,2,2,4,3,2
531,2,1,1,1,3,2
531,2,2,2,4,1,2
531,2,1,2,3,3,1
531,2,2,1,2,1,1
531,2,1,2,3,4,0
531,2,1,1,1,4,0
532,2,1,2,3,2,5
532,2,2,2,4,1,4
532,2,2,1,2,1,4
532,2,1,1,1,4,3
532,2,1,2,3,3,3
532,2,2,1,2,2,3
532,2,2,2,4,4,2
532,2,2,1,2,4,2
532,2,2,2,4,3,2
532,2,2,1,2,3,2
532,2,1,1,1,3,2
532,2,2,2,4,2,2
532,2,1,1,1,2,2
532,2,1,1,1,1,2
532,2,1,2,3,4,1
532,2,1,2,3,1,1
533,2,2,1,2,1,5
533,2,2,2,4,4,4
533,2,1,2,3,3,4
533,2,1,2,3,2,4
533,2,2,1,2,2,4
533,2,2,2,4,1,4
533,2,1,1,1,1,4
533,2,1,1,1,2,3
533,2,1,1,1,4,2
533,2,2,2,4,3,2
533,2,1,2,3,4,1
533,2,2,1,2,4,1
533,2,1,1,1,3,1
533,2,2,2,4,2,1
533,2,2,1,2,3,0
533,2,1,2,3,1,0
534,2,2,1,2,2,5
534,2,2,2,4,1,4
534,2,1,1,1,1,4
534,2,2,2,4,4,3
534,2,1,1,1,4,3
534,2,1,2,3,3,3
534,2,2,1,2,3,3
534,2,1,2,3,2,3
534,2,1,2,3,4,2
534,2,2,2,4,2,2
534,2,1,2,3,1,2
534,2,2,1,2,1,2
534,2,2,1,2,4,1
534,2,2,2,4,3,1
534,2,1,1,1,3,1
534,2,1,1,1,2,1
535,2,2,2,4,2,4
535,2,2,1,2,4,3
535,2,2,2,4,3,3
535,2,1,2,3,3,3
535,2,1,1,1,3,3
535,2,1,2,3,2,3
535,2,1,1,1,2,3
535,2,2,1,2,1,3
535,2,1,1,1,1,3
535,2,2,2,4,4,2
535,2,1,1,1,4,2
535,2,2,1,2,2,2
535,2,2,2,4,1,2
535,2,1,2,3,1,2
535,2,1,2,3,4,1
535,2,2,1,2,3,1
536,2,1,2,3,4,5
536,2,2,2,4,2,5
536,2,2,1,2,2,4
536,2,1,1,1,2,4
536,2,1,1,1,1,4
536,2,2,1,2,3,3
536,2,2,2,4,1,3
536,2,1,2,3,1,3
536,2,2,1,2,1,3
536,2,2,2,4,3,2
536,2,1,2,3,3,2
536,2,2,1,2,4,1
536,2,1,1,1,4,1
536,2,2,2,4,4,0
536,2,1,1,1,3,0
536,2,1,2,3,2,0
537,2,2,1,2,1,5
537,2,2,1,2,4,4
537,2,2,2,4,3,4
537,2,1,2,3,3,4
537,2,2,2,4,2,4
537,2,1,2,3,2,4
537,2,1,1,1,1,4
537,2,1,1,1,2,3
537,2,1,1,1,4,2
537,2,2,2,4,4,1
537,2,1,2,3,4,1
537,2,1,1,1,3,1
537,2,2,1,2,2,1
537,2,2,2,4,1,1
537,2,1,2,3,1,1
537,2,2,1,2,3,0
538,2,1,2,3,4,5
538,2,1,1,1,1,4
538,2,2,2,4,4,3
538,2,2,2,4,3,3
538,2,2,1,2,2,3
538,2,1,1,1,2,3
538,2,1,2,3,1,3
538,2,2,1,2,1,3
538,2,2,1,2,4,2
538,2,1,1,1,4,2
538,2,1,2,3,3,2
538,2,2,1,2,3,2
538,2,2,2,4,1,2
538,2,1,1,1,3,1
538,2,2,2,4,2,1
538,2,1,2,3,2,1
539,2,2,2,4,2,4
539,2,2,2,4,1,4
539,2,1,2,3,1,4
539,2,2,1,2,1,4
539,2,1,2,3,4,3
539,2,2,1,2,4,3
539,2,1,1,1,4,3
539,2,1,1,1,2,3
539,2,1,1,1,1,3
539,2,1,1,1,3,2
539,2,1,2,3,2,2
539,2,2,2,4,4,1
539,2,2,2,4,3,1
539,2,1,2,3,3,1
539,2,2,1,2,3,1
539,2,2,1,2,2,1
540,2,2,2,4,2,4
540,2,1,2,3,2,4
540,2,1,2,3,1,4
540,2,2,1,2,4,3
540,2,2,1,2,3,3
540,2,1,1,1,3,3
540,2,1,1,1,2,3
540,2,2,2,4,1,3
540,2,1,2,3,4,2
540,2,1,1,1,4,2
540,2,2,2,4,3,2
540,2,2,1,2,2,2
540,2,2,1,2,1,2
540,2,1,1,1,1,2
540,2,1,2,3,3,1
540,2,2,2,4,4,0
541,2,2,1,2,1,5
541,2,1,2,3,3,4
541,2,2,2,4,2,4
541,2,1,2,3,2,4
541,2,1,1,1,4,3
541,2,2,1,2,2,3
541,2,2,2,4,1,3
541,2,1,1,1,1,3
541,2,2,1,2,4,2
541,2,2,2,4,3,2
541,2,1,1,1,3,2
541,2,1,1,1,2,2
541,2,2,2,4,4,1
541,2,1,2,3,4,1
541,2,1,2,3,1,1
541,2,2,1,2,3,0
542,2,2,2,4,3,5
542,2,1,2,3,2,5
542,2,2,2,4,2,4
542,2,2,1,2,2,4
542,2,1,1,1,3,3
542,2,1,1,1,2,3
542,2,1,2,3,1,3
542,2,2,1,2,1,3
542,2,1,1,1,4,2
542,2,1,2,3,3,2
542,2,2,1,2,3,2
542,2,1,1,1,1,2
542,2,2,2,4,4,1
542,2,2,1,2,4,1
542,2,1,2,3,4,0
542,2,2,2,4,1,0
543,2,1,2,3,2,5
543,2,2,1,2,4,4
543,2,2,2,4,3,4
543,2,1,2,3,3,4
543,2,1,1,1,3,4
543,2,2,1,2,1,4
543,2,2,2,4,2,3
543,2,1,1,1,2,3
543,2,2,1,2,2,2
543,2,2,2,4,1,2
543,2,2,2,4,4,1
543,2,1,2,3,4,1
543,2,1,1,1,4,1
543,2,2,1,2,3,1
543,2,1,1,1,1,1
543,2,1,2,3,1,0
544,2,2,1,2,4,4
544,2,2,1,2,3,4
544,2,2,2,4,2,4
544,2,2,2,4,1,4
544,2,1,2,3,4,3
544,2,1,2,3,3,3
544,2,1,1,1,3,3
544,2,1,1,1,2,3
544,2,1,2,3,2,2
544,2,2,1,2,2,2
544,2,1,2,3,1,2
544,2,1,1,1,1,2
544,2,2,2,4,4,1
544,2,1,1,1,4,1
544,2,2,2,4,3,1
544,2,2,1,2,1,1
545,2,1,1,1,2,4
545,2,2,2,4,1,4
545,2,2,1,2,1,4
545,2,1,1,1,1,4
545,2,2,2,4,2,3
545,2,1,2,3,2,3
545,2,2,1,2,2,3
545,2,2,2,4,4,2
545,2,1,2,3,4,2
545,2,2,1,2,4,2
545,2,2,2,4,3,2
545,2,1,2,3,3,2
545,2,1,2,3,1,2
545,2,1,1,1,4,1
545,2,2,1,2,3,1
545,2,1,1,1,3,1
546,2,2,1,2,1,5
546,2,1,2,3,2,4
546,2,1,1,1,1,4
546,2,1,1,1,4,3
546,2,2,2,4,3,3
546,2,2,2,4,2,3
546,2,2,1,2,2,3
546,2,2,2,4,1,3
546,2,1,2,3,1,3
546,2,2,2,4,4,2
546,2,2,1,2,4,2
546,2,1,1,1,2,2
546,2,1,2,3,4,1
546,2,1,2,3,3,1
546,2,2,1,2,3,1
546,2,1,1,1,3,0
547,2,2,2,4,2,5
547,2,1,1,1,2,5
547,2,1,2,3,3,4
547,2,1,2,3,4,3
547,2,2,1,2,3,3
547,2,1,1,1,3,3
547,2,2,1,2,2,3
547,2,2,2,4,1,3
547,2,2,1,2,4,2
547,2,2,2,4,3,2
547,2,1,2,3,2,2
547,2,2,1,2,1,2
547,2,1,1,1,1,2
547,2,1,2,3,1,1
547,2,2,2,4,4,0
547,2,1,1,1,4,0
549,2,1,2,3,3,4
549,2,1,1,1,3,4
549,2,1,1,1,2,4
549,2,2,2,4,4,3
549,2,1,2,3,4,3
549,2,2,1,2,2,3
549,2,2,1,2,1,3
549,2,1,1,1,4,2
549,2,2,2,4,3,2
549,2,2,2,4,2,2
549,2,1,2,3,2,2
549,2,2,2,4,1,2
549,2,1,2,3,1,2
549,2,1,1,1,1,2
549,2,2,1,2,4,1
549,2,2,1,2,3,1
550,2,2,2,4,3,4
550,2,1,2,3,3,4
550,2,1,1,1,2,4
550,2,2,2,4,4,3
550,2,2,1,2,4,3
550,2,2,2,4,2,3
550,2,1,2,3,2,3
550,2,2,1,2,1,3
550,2,1,1,1,1,3
550,2,2,1,2,3,2
550,2,1,1,1,3,2
550,2,2,1,2,2,2
550,2,1,2,3,4,1
550,2,1,1,1,4,1
550,2,2,2,4,1,1
550,2,1,2,3,1,1
551,2,1,1,1,2,5
551,2,2,2,4,1,5
551,2,2,1,2,1,5
551,2,2,2,4,4,4
551,2,1,2,3,3,3
551,2,1,1,1,3,3
551,2,1,2,3,2,3
551,2,1,2,3,4,2
551,2,2,1,2,4,2
551,2,2,1,2,2,2
551,2,1,1,1,4,1
551,2,2,2,4,3,1
551,2,2,1,2,3,1
551,2,2,2,4,2,1
551,2,1,2,3,1,1
551,2,1,1,1,1,1
